"","Study_ID","Population_homogenized","Intervention_R2","Comparator","Outcome_indicator","Class"
"359","s_131","Spiders","Combined practices","no input of pesticides and fertilizers, three-course sugar beet rotation (sugar beet, winter wheat, winter barley, yellow mustard (catch crop))","Body length",NA
"360","s_131","Beetles","Combined practices","no input of pesticides and fertilizers, three-course sugar beet rotation (sugar beet, winter wheat, winter barley, yellow mustard (catch crop))","Body length",NA
"361","s_131","Spiders","Combined practices","no input of pesticides and fertilizers, three-course sugar beet rotation (sugar beet, winter wheat, winter barley, yellow mustard (catch crop))","Specific richness",NA
"362","s_131","Spiders","Combined practices","no input of pesticides and fertilizers, three-course sugar beet rotation (sugar beet, winter wheat, winter barley, yellow mustard (catch crop))","Number of individuals",NA
"363","s_131","Beetles","Combined practices","no input of pesticides and fertilizers, three-course sugar beet rotation (sugar beet, winter wheat, winter barley, yellow mustard (catch crop))","Specific richness",NA
"364","s_131","Spiders","Combined practices","no input of pesticides and fertilizers, three-course sugar beet rotation (sugar beet, winter wheat, winter barley, yellow mustard (catch crop))","Proportion of species","Eurytopic"
"365","s_131","Spiders","Combined practices","no input of pesticides and fertilizers, three-course sugar beet rotation (sugar beet, winter wheat, winter barley, yellow mustard (catch crop))","Jaccard-similarity index in comparison to I0 (the comparator)",NA
"366","s_131","Other insects","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Surface density",NA
"367","s_131","Beetles","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Surface density",NA
"368","s_131","Other insects","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Trap density",NA
"369","s_131","Beetles","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Trap density",NA
"370","s_131","Spiders","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Trap density",NA
"371","s_131","Spiders","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Proportion of species","Pioneer"
"372","s_131","Spiders","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Proportion of individuals",NA
"373","s_131","Spiders","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Body length",NA
"374","s_131","Spiders","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Specific richness",NA
"375","s_131","Spiders","Combined practices","Fallow: Long term set-aside with natural succession for 6 years without any operations.","Number of individuals",NA
"376","s_132_site_1","Earthworms","Crop diversification","NC-natural colonization (plots that were naturally colonized by species present in the seed bank)","Biomass",NA
"377","s_132_site_2","Earthworms","Crop diversification","NC-natural colonization (plots that were naturally colonized by species present in the seed bank)","Biomass",NA
"378","s_132_site_3","Earthworms","Crop diversification","NC-natural colonization (plots that were naturally colonized by species present in the seed bank)","Biomass",NA
"379","s_132_site_4","Earthworms","Crop diversification","NC-natural colonization (plots that were naturally colonized by species present in the seed bank)","Biomass",NA
"380","s_141","Termites","Crop diversification","S1–1 - continuous sorghum","Surface density",NA
"381","s_141","Termites","Crop diversification","S1–1 - continuous sorghum","Biomass",NA
"382","s_141","Earthworms","Crop diversification","S1–1 - continuous sorghum","Surface density",NA
"383","s_141","Earthworms","Crop diversification","S1–1 - continuous sorghum","Biomass",NA
"384","s_141","Termites","Fertilisers and amendments","S2-1 - Control + N","Surface density",NA
"385","s_141","Termites","Fertilisers and amendments","S2-2 - Control − N","Surface density",NA
"386","s_141","Termites","Fertilisers and amendments","S2-1 - Control + N","Biomass",NA
"387","s_141","Termites","Fertilisers and amendments","S2-2 - Control − N","Biomass",NA
"388","s_141","Earthworms","Fertilisers and amendments","S2-1 - Control + N","Surface density",NA
"389","s_141","Earthworms","Fertilisers and amendments","S2-2 - Control − N","Surface density",NA
"390","s_141","Earthworms","Fertilisers and amendments","S2-1 - Control + N","Biomass",NA
"391","s_141","Earthworms","Fertilisers and amendments","S2-2 - Control − N","Biomass",NA
"392","s_141","Termites","Fertilisers and amendments","No manure","Surface density",NA
"393","s_141","Termites","Fertilisers and amendments","No manure","Biomass",NA
"394","s_141","Termites","Fertilisers and amendments","Straw removed","Surface density",NA
"395","s_141","Termites","Fertilisers and amendments","Straw removed","Biomass",NA
"396","s_141","Termites","Fertilisers and amendments","No nitrogen","Surface density",NA
"397","s_141","Termites","Fertilisers and amendments","No nitrogen","Biomass",NA
"398","s_141","Earthworms","Fertilisers and amendments","No manure","Surface density",NA
"399","s_141","Earthworms","Fertilisers and amendments","No manure","Biomass",NA
"400","s_141","Earthworms","Fertilisers and amendments","Straw removed","Surface density",NA
"401","s_141","Earthworms","Fertilisers and amendments","Straw removed","Biomass",NA
"402","s_141","Earthworms","Fertilisers and amendments","No nitrogen","Surface density",NA
"403","s_141","Earthworms","Fertilisers and amendments","No nitrogen","Biomass",NA
"404","s_141","Termites","Tillage management","S3-1 - Animal plow","Surface density",NA
"405","s_141","Termites","Tillage management","S3-1 - Animal plow","Biomass",NA
"406","s_141","Earthworms","Tillage management","S3-1 - Animal plow","Surface density",NA
"407","s_141","Earthworms","Tillage management","S3-1 - Animal plow","Biomass",NA
"408","s_142","Termites","Agroforestry","Spontaneous fallow","Surface density",NA
"409","s_142","Mollusks","Agroforestry","Spontaneous fallow","Surface density",NA
"410","s_142","Earthworms","Agroforestry","Spontaneous fallow","Surface density",NA
"411","s_142","Woodlice","Agroforestry","Spontaneous fallow","Surface density",NA
"412","s_142","Spiders","Agroforestry","Spontaneous fallow","Surface density",NA
"413","s_142","Millipedes","Agroforestry","Spontaneous fallow","Surface density",NA
"414","s_142","Other insects","Agroforestry","Spontaneous fallow","Surface density",NA
"415","s_142","Beetles","Agroforestry","Spontaneous fallow","Surface density",NA
"416","s_142","Macroinvertebrates","Agroforestry","Spontaneous fallow","Surface density",NA
"417","s_142","Macroinvertebrates","Agroforestry","Spontaneous fallow","Taxonomic richness",NA
"418","s_142","Mollusks","Agroforestry","Spontaneous fallow","Biomass",NA
"419","s_142","Earthworms","Agroforestry","Spontaneous fallow","Biomass",NA
"420","s_142","Woodlice","Agroforestry","Spontaneous fallow","Biomass",NA
"421","s_142","Spiders","Agroforestry","Spontaneous fallow","Biomass",NA
"422","s_142","Millipedes","Agroforestry","Spontaneous fallow","Biomass",NA
"423","s_142","Other insects","Agroforestry","Spontaneous fallow","Biomass",NA
"424","s_142","Beetles","Agroforestry","Spontaneous fallow","Biomass",NA
"425","s_142","Termites","Agroforestry","Spontaneous fallow","Biomass",NA
"426","s_142","Macroinvertebrates","Agroforestry","Spontaneous fallow","Biomass",NA
"427","s_142","Macroinvertebrates","Agroforestry","Spontaneous fallow","Proportion of individuals","Litter"
"428","s_142","Macroinvertebrates","Agroforestry","Spontaneous fallow","Proportion of individuals","0-5 cm"
"429","s_142","Macroinvertebrates","Agroforestry","Spontaneous fallow","Proportion of individuals","5-10 cm"
"430","s_142","Macroinvertebrates","Agroforestry","Spontaneous fallow","Proportion of individuals","10-25 cm"
"431","s_142","Macroinvertebrates","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Surface density",NA
"432","s_142","Macroinvertebrates","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Biomass",NA
"433","s_142","Macroinvertebrates","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Taxonomic richness",NA
"434","s_142","Millipedes","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Surface density",NA
"435","s_142","Millipedes","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Biomass",NA
"436","s_142","Woodlice","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Surface density",NA
"437","s_142","Woodlice","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Biomass",NA
"438","s_142","Earthworms","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Surface density",NA
"439","s_142","Earthworms","Agroforestry","Agrosilvopastoral system: Low-input sil vopastoral system (ASPl)","Biomass",NA
"440","s_147","Earthworms","Landscape complexity","Garden meadow","Biomass",NA
"441","s_147","Earthworms","Landscape complexity","Garden meadow","Surface density",NA
"442","s_147","Collembola","Tillage management","Mulched plots","Proportion of individuals",NA
"443","s_147","Acari","Tillage management","Mulched plots","Proportion of individuals",NA
"444","s_147","Other insects","Tillage management","Mulched plots","Proportion of individuals",NA
"445","s_147","Spiders","Organic agriculture","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"446","s_147","Spiders","Combined practices","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"447","s_147","Beetles","Organic agriculture","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"448","s_147","Beetles","Combined practices","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"449","s_147","Ants","Organic agriculture","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"450","s_147","Ants","Combined practices","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"451","s_147","Other insects","Organic agriculture","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"452","s_147","Other insects","Combined practices","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"453","s_147","Millipedes","Organic agriculture","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"454","s_147","Millipedes","Combined practices","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"455","s_147","Woodlice","Organic agriculture","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"456","s_147","Woodlice","Combined practices","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"457","s_147","Other arachnids","Organic agriculture","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"458","s_147","Other arachnids","Combined practices","Conventionnaly farmed orchard (with pesticide inputs)","Specific richness",NA
"459","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","Number of individuals",NA
"460","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","Trap density",NA
"461","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","Specific richness",NA
"462","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","Shannon diversity index",NA
"463","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","Pielou’s evenness index",NA
"464","s_155","Spiders","Pest and disease management",NA,"NMDS",NA
"465","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Aeronaut species"
"466","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Walking preys"
"467","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Jumping preys"
"468","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Flying preys"
"469","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Maternal care"
"470","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Overwintering as adults"
"471","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Overwintering as juveniles"
"472","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","Overwintering as cocoons"
"473","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","0-5 mm"
"474","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","5-10 mm"
"475","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","10-15 mm"
"476","s_155","Spiders","Pest and disease management","Abandoned (reference without any human perturbation (no pesticides, no traffic, no tree pruning, no irrigation, no fertilisers))","CWM","15-20 mm"
"477","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1966","Surface density",NA
"478","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1967","Surface density",NA
"479","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1968","Surface density",NA
"480","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1969","Body mass",NA
"481","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1970","Body mass",NA
"482","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1971","Body mass",NA
"483","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1972","Biomass",NA
"484","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1973","Biomass",NA
"485","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1974","Biomass",NA
"486","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1975","Specific mass density",NA
"487","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1976","Specific mass density",NA
"488","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1977","Specific mass density",NA
"489","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1978","Surface density",NA
"490","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1979","Surface density",NA
"491","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1980","Surface density",NA
"492","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1981","Surface density",NA
"493","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1982","Surface density",NA
"494","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1983","Surface density",NA
"495","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1984","Surface density",NA
"496","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1985","Surface density",NA
"497","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1986","Surface density",NA
"498","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1987","Surface density",NA
"499","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1988","Surface density",NA
"500","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1989","Surface density",NA
"501","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1990","Surface density",NA
"502","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1991","Surface density",NA
"503","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1992","Surface density",NA
"504","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1993","Surface density",NA
"505","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1994","Surface density",NA
"506","s_163","Earthworms","Crop diversification","PA: Permanent arable cropping since 1995","Surface density",NA
"507","s_184","Acari","Landscape complexity","Winter wheat","Log of biomass",NA
"508","s_184","Acari","Landscape complexity","Oak-birch forest","Log of biomass",NA
"509","s_184","Acari","Landscape complexity","Grassland","Log of biomass",NA
"510","s_184","Acari","Landscape complexity","Poplar forest","Log of biomass",NA
"511","s_184","Collembola","Landscape complexity","Winter wheat","Log of biomass",NA
"512","s_184","Collembola","Landscape complexity","Oak-birch forest","Log of biomass",NA
"513","s_184","Collembola","Landscape complexity","Grassland","Log of biomass",NA
"514","s_184","Collembola","Landscape complexity","Poplar forest","Log of biomass",NA
"515","s_204","Earthworms","Residues management","Cover Crop","Biomass",NA
"516","s_204","Earthworms","Residues management","Fallow","Biomass",NA
"517","s_204","Earthworms","Crop diversification","Fallow","Biomass",NA
"518","s_172","Invertebrates","Landscape complexity","imp. CP10","Biomass",NA
"519","s_172","Invertebrates","Landscape complexity","CP2","Biomass",NA
"520","s_172","Invertebrates","Landscape complexity","CP25","Biomass",NA
"521","s_172","Invertebrates","Landscape complexity","Wheat","Biomass",NA
"522","s_172","Other insects","Landscape complexity","imp. CP10","Least square mean for the number of",NA
"523","s_172","Other insects","Landscape complexity","CP2","Least square mean for the number of",NA
"524","s_172","Other insects","Landscape complexity","CP25","Least square mean for the number of",NA
"525","s_172","Other insects","Landscape complexity","Wheat","Least square mean for the number of",NA
"526","s_172","Beetles","Landscape complexity","imp. CP10","Least square mean for the number of",NA
"527","s_172","Beetles","Landscape complexity","CP2","Least square mean for the number of",NA
"528","s_172","Beetles","Landscape complexity","CP25","Least square mean for the number of",NA
"529","s_172","Beetles","Landscape complexity","Wheat","Least square mean for the number of",NA
"530","s_172","Ants","Landscape complexity","imp. CP10","Least square mean for the number of",NA
"531","s_172","Ants","Landscape complexity","CP2","Least square mean for the number of",NA
"532","s_172","Ants","Landscape complexity","CP25","Least square mean for the number of",NA
"533","s_172","Ants","Landscape complexity","Wheat","Least square mean for the number of",NA
"534","s_172","Spiders","Landscape complexity","imp. CP10","Least square mean for the number of",NA
"535","s_172","Spiders","Landscape complexity","CP2","Least square mean for the number of",NA
"536","s_172","Spiders","Landscape complexity","CP25","Least square mean for the number of",NA
"537","s_172","Spiders","Landscape complexity","Wheat","Least square mean for the number of",NA
"538","s_193","Tardigrada","Organic agriculture","Conventional agriculture (regular inputs of fertilizer nitrogen)","Surface density",NA
"539","s_193","Acari","Organic agriculture","Conventional agriculture (regular inputs of fertilizer nitrogen)","Surface density",NA
"540","s_193","Earthworms","Organic agriculture","Conventional agriculture (regular inputs of fertilizer nitrogen)","Surface density",NA
"541","s_193","Earthworms","Organic agriculture","Conventional agriculture (regular inputs of fertilizer nitrogen)","Biomass",NA
"542","s_168","Earthworms","Agroforestry","Control (treeless)","Biomass",NA
"543","s_168","Earthworms","Agroforestry","Alley","Biomass",NA
"544","s_168","Earthworms","Agroforestry","Control (treeless)","Surface density",NA
"545","s_168","Earthworms","Agroforestry","Alley","Surface density",NA
"546","s_168","Earthworms","Agroforestry","Control (treeless)","Number of individuals",NA
"547","s_168","Earthworms","Agroforestry","Alley","Number of individuals",NA
"548","s_167","Spiders","Landscape complexity","Simplificated landscape","Activity-density",NA
"549","s_167","Spiders","Landscape complexity","Simplificated landscape","Specific richness",NA
"550","s_167","Spiders","Landscape complexity","Simplificated landscape","Pielou’s evenness index",NA
"551","s_167","Spiders","Landscape complexity","Simplificated landscape","Functional richness (Fric)",NA
"552","s_167","Spiders","Landscape complexity","Simplificated landscape","Functional evenness (Feve)",NA
"553","s_167","Spiders","Landscape complexity","Simplificated landscape","Functional divergence (FDiv)",NA
"554","s_167","Spiders","Landscape complexity","Simplificated landscape","Functional dispersion (FDis)",NA
"555","s_167","Spiders","Landscape complexity","Simplificated landscape","Functional redundancy",NA
"556","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Folliage runners"
"557","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Ground runners"
"558","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Wand sheet"
"559","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Ambushers"
"560","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Space Web"
"561","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Orb weaver"
"562","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Forest"
"563","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Moor"
"564","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Meadow"
"565","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Arable"
"566","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Ruderal"
"567","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Shrub"
"568","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Under stone"
"569","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Soil surface"
"570","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Herb layer"
"571","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Shrub layer"
"572","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Tree trunk"
"573","s_167","Spiders","Landscape complexity","Simplificated landscape","Number of individuals","Tree canopy"
"574","s_167","Spiders","Landscape complexity","Simplificated landscape","Body size",NA
"575","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Activity-density",NA
"576","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Specific richness",NA
"577","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Pielou’s evenness index",NA
"578","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Functional richness (Fric)",NA
"579","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Functional evenness (Feve)",NA
"580","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Functional divergence (FDiv)",NA
"581","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Functional dispersion (FDis)",NA
"582","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Functional redundancy",NA
"583","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Folliage runners"
"584","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Ground runners"
"585","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Wand sheet"
"586","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Ambushers"
"587","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Space Web"
"588","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Orb weaver"
"589","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Forest"
"590","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Moor"
"591","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Meadow"
"592","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Arable"
"593","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Ruderal"
"594","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Shrub"
"595","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Under stone"
"596","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Soil surface"
"597","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Herb layer"
"598","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Shrub layer"
"599","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Tree trunk"
"600","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Tree canopy"
"601","s_167","Spiders","Crop diversification","Low proportion of ley in the landscape","Body size",NA
"602","s_167","Spiders","Organic agriculture","Conventional agriculture","Activity-density",NA
"603","s_167","Spiders","Organic agriculture","Conventional agriculture","Specific richness",NA
"604","s_167","Spiders","Organic agriculture","Conventional agriculture","Pielou’s evenness index",NA
"605","s_167","Spiders","Organic agriculture","Conventional agriculture","Functional richness (Fric)",NA
"606","s_167","Spiders","Organic agriculture","Conventional agriculture","Functional evenness (Feve)",NA
"607","s_167","Spiders","Organic agriculture","Conventional agriculture","Functional divergence (FDiv)",NA
"608","s_167","Spiders","Organic agriculture","Conventional agriculture","Functional dispersion (FDis)",NA
"609","s_167","Spiders","Organic agriculture","Conventional agriculture","Functional redundancy",NA
"610","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Folliage runners"
"611","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Ground runners"
"612","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Wand sheet"
"613","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Ambushers"
"614","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Space Web"
"615","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Orb weaver"
"616","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Forest"
"617","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Moor"
"618","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Meadow"
"619","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Arable"
"620","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Ruderal"
"621","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Shrub"
"622","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Under stone"
"623","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Soil surface"
"624","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Herb layer"
"625","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Shrub layer"
"626","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Tree trunk"
"627","s_167","Spiders","Organic agriculture","Conventional agriculture","Number of individuals","Tree canopy"
"628","s_167","Spiders","Organic agriculture","Conventional agriculture","Body size",NA
"629","s_167","Beetles","Landscape complexity","Simplificated landscape","Activity-density",NA
"630","s_167","Beetles","Landscape complexity","Simplificated landscape","Specific richness",NA
"631","s_167","Beetles","Landscape complexity","Simplificated landscape","Pielou’s evenness index",NA
"632","s_167","Beetles","Landscape complexity","Simplificated landscape","Functional richness (Fric)",NA
"633","s_167","Beetles","Landscape complexity","Simplificated landscape","Functional evenness (Feve)",NA
"634","s_167","Beetles","Landscape complexity","Simplificated landscape","Functional divergence (FDiv)",NA
"635","s_167","Beetles","Landscape complexity","Simplificated landscape","Functional dispersion (FDis)",NA
"636","s_167","Beetles","Landscape complexity","Simplificated landscape","Functional redundancy",NA
"637","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Carnivorous"
"638","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Phytophageous"
"639","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Omnivorous"
"640","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Autumn breeder"
"641","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Spring breeder"
"642","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Macropterous"
"643","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Dimorphic"
"644","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Brachypterous"
"645","s_167","Beetles","Landscape complexity","Simplificated landscape","Body size",NA
"646","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Activity-density",NA
"647","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Specific richness",NA
"648","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Pielou’s evenness index",NA
"649","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Functional richness (Fric)",NA
"650","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Functional evenness (Feve)",NA
"651","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Functional divergence (FDiv)",NA
"652","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Functional dispersion (FDis)",NA
"653","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Functional redundancy",NA
"654","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Carnivorous"
"655","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Phytophageous"
