"","Study_ID","Comparative_study_code","Intervention_R2","Population_homogenized","Trait_group","Outcome_type_R1"
"344","s_44_Site 5","Fiorni_2020_5","Tillage management","Microinvertebrates","Morphological","Functional"
"345","s_44_Site 1","Fiorni_2020_11","Tillage management","Earthworms","Morphological","Functional"
"346","s_44_Site 2","Fiorni_2020_12","Tillage management","Earthworms","Morphological","Functional"
"347","s_44_Site 3","Fiorni_2020_13","Tillage management","Earthworms","Morphological","Functional"
"348","s_44_Site 4","Fiorni_2020_14","Tillage management","Earthworms","Morphological","Functional"
"349","s_44_Site 5","Fiorni_2020_15","Tillage management","Earthworms","Morphological","Functional"
"350","s_46","Smith_2008_16","Land-use change","Earthworms","Morphological","Functional"
"351","s_46","Smith_2008_17","Land-use change","Earthworms","Morphological","Functional"
"352","s_46","Smith_2008_18","Land-use change","Earthworms","Morphological","Functional"
"353","s_46","Smith_2008_19","Land-use change","Earthworms","Morphological","Functional"
"354","s_46","Smith_2008_20","Land-use change","Earthworms","Morphological","Functional"
"355","s_46","Smith_2008_21","Land-use change","Earthworms","Morphological","Functional"
"356","s_46","Smith_2008_22","Land-use change","Earthworms","Morphological","Functional"
"357","s_46","Smith_2008_23","Land-use change","Earthworms","Morphological","Functional"
"358","s_46","Smith_2008_24","Land-use change","Earthworms","Morphological","Functional"
"359","s_46","Smith_2008_25","Land-use change","Earthworms","Morphological","Functional"
"360","s_46","Smith_2008_26","Land-use change","Earthworms","Morphological","Functional"
"361","s_46","Smith_2008_27","Land-use change","Earthworms","Morphological","Functional"
"362","s_46","Smith_2008_28","Land-use change","Earthworms","Morphological","Functional"
"363","s_46","Smith_2008_29","Land-use change","Earthworms","Morphological","Functional"
"364","s_46","Smith_2008_30","Land-use change","Earthworms","Morphological","Functional"
"365","s_46","Smith_2008_31","Land-use change","Earthworms","Morphological","Functional"
"366","s_46","Smith_2008_32","Land-use change","Earthworms","Morphological","Functional"
"367","s_46","Smith_2008_33","Land-use change","Earthworms","Morphological","Functional"
"368","s_46","Smith_2008_34","Land-use change","Earthworms","Morphological","Functional"
"369","s_52","Birkhofer_2014_5","Landscape complexity","Spiders","Ecological preference","Functional"
"370","s_52","Birkhofer_2014_6","Landscape complexity","Beetles","Behavioral","Functional"
"371","s_52","Birkhofer_2014_7","Landscape complexity","Other insects","Physiological","Functional"
"372","s_52","Birkhofer_2014_8","Landscape complexity","Spiders","Morphological","Functional"
"373","s_52","Birkhofer_2014_9","Landscape complexity","Beetles","Morphological","Functional"
"374","s_52","Birkhofer_2014_10","Landscape complexity","Other insects","Morphological","Functional"
"375","s_58","Hanson_2016_1","Combined practices","Beetles","Morphological","Functional"
"376","s_58","Hanson_2016_2","Combined practices","Beetles","Behavioral","Functional"
"377","s_58","Hanson_2016_3","Combined practices","Beetles","Behavioral","Functional"
"378","s_58","Hanson_2016_4","Combined practices","Beetles","Behavioral","Functional"
"379","s_61","Boinot_2019_26","Agroforestry","Beetles","Morphological","Functional"
"380","s_61","Boinot_2019_27","Agroforestry","Beetles","Behavioral","Functional"
"381","s_61","Boinot_2019_28","Agroforestry","Beetles","Physiological","Functional"
"382","s_61","Boinot_2019_29","Agroforestry","Beetles","Morphological","Functional"
"383","s_61","Boinot_2019_30","Agroforestry","Beetles","Behavioral","Functional"
"384","s_61","Boinot_2019_31","Agroforestry","Beetles","Physiological","Functional"
"385","s_72","Gayer_2019_1","Organic agriculture","Beetles","Behavioral","Functional"
"386","s_72","Gayer_2019_2","Organic agriculture","Beetles","Behavioral","Functional"
"387","s_72","Gayer_2019_3","Organic agriculture","Beetles","Behavioral","Functional"
"388","s_72","Gayer_2019_4","Organic agriculture","Beetles","Behavioral","Functional"
"389","s_72","Gayer_2019_5","Organic agriculture","Beetles","Morphological","Functional"
"390","s_72","Gayer_2019_6","Organic agriculture","Beetles","Morphological","Functional"
"391","s_72","Gayer_2019_7","Organic agriculture","Beetles","Morphological","Functional"
"392","s_72","Gayer_2019_8","Organic agriculture","Beetles","Morphological","Functional"
"393","s_72","Gayer_2019_9","Organic agriculture","Beetles","Morphological","Functional"
"394","s_72","Gayer_2019_10","Organic agriculture","Beetles","Morphological","Functional"
"395","s_72","Gayer_2019_11","Organic agriculture","Beetles","Morphological","Functional"
"396","s_72","Gayer_2019_12","Organic agriculture","Beetles","Morphological","Functional"
"397","s_85","Boeraeve_2022_6","Organic agriculture","Beetles","Morphological, Behavioral","Functional"
"398","s_85","Boeraeve_2022_12","Organic agriculture","Spiders","Morphological, Ecological preference, Behavioral","Functional"
"399","s_85","Boeraeve_2022_13","Organic agriculture","Beetles","Morphological, Behavioral","Functional"
"400","s_85","Boeraeve_2022_14","Organic agriculture","Spiders","Morphological, Ecological preference, Behavioral","Functional"
"401","s_77","Mader_2017_2","Organic agriculture","Spiders",NA,"Functional"
"402","s_77","Mader_2017_3","Organic agriculture","Spiders",NA,"Functional"
"403","s_77","Mader_2017_4","Organic agriculture","Beetles","Morphological","Functional"
"404","s_77","Mader_2017_5","Organic agriculture","Spiders","Morphological","Functional"
"405","s_77","Mader_2017_6","Landscape complexity","Spiders","Morphological","Functional"
"406","s_87","Ayuke_2011_3","Fertilisers and amendments","Earthworms","Morphological","Functional"
"407","s_87","Ayuke_2011_6","Fertilisers and amendments","Earthworms","Morphological","Functional"
"408","s_87","Ayuke_2011_9","Fertilisers and amendments","Earthworms","Morphological","Functional"
"409","s_87","Ayuke_2011_12","Fertilisers and amendments","Earthworms","Morphological","Functional"
"410","s_87","Ayuke_2011_15","Fertilisers and amendments","Termites","Morphological","Functional"
"411","s_87","Ayuke_2011_18","Fertilisers and amendments","Termites","Morphological","Functional"
"412","s_87","Ayuke_2011_21","Fertilisers and amendments","Termites","Morphological","Functional"
"413","s_87","Ayuke_2011_24","Fertilisers and amendments","Termites","Morphological","Functional"
"414","s_2","Hedde_2012_2","Water management","Macroinvertebrates","Ecological preference","Functional"
"415","s_2","Hedde_2012_3","Water management","Macroinvertebrates","Ecological preference","Functional"
"416","s_2","Hedde_2012_4","Water management","Macroinvertebrates","Behavioral","Functional"
"417","s_2","Hedde_2012_5","Water management","Macroinvertebrates","Morphological","Functional"
"418","s_2","Hedde_2012_7","Water management","Macroinvertebrates","Ecological preference","Functional"
"419","s_2","Hedde_2012_8","Water management","Macroinvertebrates","Ecological preference","Functional"
"420","s_2","Hedde_2012_9","Water management","Macroinvertebrates","Behavioral","Functional"
"421","s_2","Hedde_2012_10","Water management","Macroinvertebrates","Morphological","Functional"
"422","s_2","Hedde_2012_12","Water management","Macroinvertebrates","Ecological preference","Functional"
"423","s_2","Hedde_2012_13","Water management","Macroinvertebrates","Ecological preference","Functional"
"424","s_2","Hedde_2012_14","Water management","Macroinvertebrates","Behavioral","Functional"
"425","s_2","Hedde_2012_15","Water management","Macroinvertebrates","Morphological","Functional"
"426","s_2","Hedde_2012_17","Water management","Macroinvertebrates","Ecological preference","Functional"
"427","s_2","Hedde_2012_18","Water management","Macroinvertebrates","Ecological preference","Functional"
"428","s_2","Hedde_2012_19","Water management","Macroinvertebrates","Behavioral","Functional"
"429","s_2","Hedde_2012_20","Water management","Macroinvertebrates","Morphological","Functional"
"430","s_3","Mumme_2015_3","Agroforestry","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"431","s_3","Mumme_2015_4","Agroforestry","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"432","s_3","Mumme_2015_5",NA,"Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"433","s_3","Mumme_2015_6","Agroforestry","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"434","s_3","Mumme_2015_7","Agroforestry","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"435","s_3","Mumme_2015_10","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"436","s_3","Mumme_2015_11","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"437","s_3","Mumme_2015_13","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"438","s_3","Mumme_2015_14","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"439","s_3","Mumme_2015_17","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"440","s_3","Mumme_2015_18","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"441","s_3","Mumme_2015_20","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"442","s_3","Mumme_2015_21","Land-use change","Macroinvertebrates","Morphological, Morphological, Behavioral, Behavioral","Functional"
"443","s_4_site_1","Pelosi_2016_4","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"444","s_4_site_1","Pelosi_2016_5","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"445","s_4_site_1","Pelosi_2016_6","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"446","s_4_site_2","Pelosi_2016_10","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"447","s_4_site_2","Pelosi_2016_11","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"448","s_4_site_2","Pelosi_2016_12","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"449","s_4_site_3","Pelosi_2016_16","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"450","s_4_site_3","Pelosi_2016_17","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"451","s_4_site_3","Pelosi_2016_18","Tillage management","Earthworms","Morphological, Morphological, Morphological, Morphological, Morphological, Ecological preference, Ecological preference, Ecological preference, Behavioral","Functional"
"452","s_126","Rusch_2013_1","Land-use change","Beetles","Morphological","Functional"
"453","s_126","Rusch_2013_2","Land-use change","Beetles","Morphological","Functional"
"454","s_126","Rusch_2013_3","Land-use change","Beetles","Morphological","Functional"
"455","s_126","Rusch_2013_4","Land-use change","Beetles","Morphological","Functional"
"456","s_126","Rusch_2013_5","Land-use change","Beetles","Morphological","Functional"
"457","s_126","Rusch_2013_6","Land-use change","Beetles","Behavioral","Functional"
"458","s_126","Rusch_2013_7","Land-use change","Beetles","Behavioral","Functional"
"459","s_126","Rusch_2013_8","Land-use change","Beetles","Behavioral","Functional"
"460","s_126","Rusch_2013_9","Land-use change","Beetles","Phenological","Functional"
"461","s_126","Rusch_2013_10","Land-use change","Beetles","Phenological","Functional"
"462","s_126","Rusch_2013_11","Land-use change","Beetles",NA,"Functional"
"463","s_126","Rusch_2013_12","Land-use change","Beetles",NA,"Functional"
"464","s_126","Rusch_2013_14","Land-use change","Beetles","Morphological, Morpgological, Behavioral, Phenological","Functional"
"465","s_126","Rusch_2013_15","Land-use change","Beetles","Morphological, Morpgological, Behavioral, Phenological","Functional"
"466","s_99","Pauli_2011_1","Agroforestry","Termites","Ecological preference","Functional"
"467","s_99","Pauli_2011_2","Agroforestry","Termites","Ecological preference","Functional"
"468","s_99","Pauli_2011_3","Agroforestry","Termites","Ecological preference","Functional"
"469","s_99","Pauli_2011_4","Agroforestry","Termites","Ecological preference","Functional"
"470","s_99","Pauli_2011_5","Land-use change","Termites","Ecological preference","Functional"
"471","s_99","Pauli_2011_6","Agroforestry","Termites","Ecological preference","Functional"
"472","s_99","Pauli_2011_7","Agroforestry","Termites","Ecological preference","Functional"
"473","s_99","Pauli_2011_8","Agroforestry","Termites","Ecological preference","Functional"
"474","s_99","Pauli_2011_9","Agroforestry","Termites","Ecological preference","Functional"
"475","s_99","Pauli_2011_10","Land-use change","Termites","Ecological preference","Functional"
"476","s_99","Pauli_2011_11","Agroforestry","Termites","Ecological preference","Functional"
"477","s_99","Pauli_2011_12","Agroforestry","Termites","Ecological preference","Functional"
"478","s_99","Pauli_2011_13","Agroforestry","Termites","Ecological preference","Functional"
"479","s_99","Pauli_2011_14","Agroforestry","Termites","Ecological preference","Functional"
"480","s_99","Pauli_2011_15","Land-use change","Termites","Ecological preference","Functional"
"481","s_99","Pauli_2011_16","Agroforestry","Termites","Ecological preference","Functional"
"482","s_99","Pauli_2011_17","Agroforestry","Termites","Ecological preference","Functional"
"483","s_99","Pauli_2011_18","Agroforestry","Termites","Ecological preference","Functional"
"484","s_99","Pauli_2011_19","Agroforestry","Termites","Ecological preference","Functional"
"485","s_99","Pauli_2011_20","Land-use change","Termites","Ecological preference","Functional"
"486","s_99","Pauli_2011_21","Agroforestry","Ants","Ecological preference","Functional"
"487","s_99","Pauli_2011_22","Agroforestry","Ants","Ecological preference","Functional"
"488","s_99","Pauli_2011_23","Agroforestry","Ants","Ecological preference","Functional"
"489","s_99","Pauli_2011_24","Agroforestry","Ants","Ecological preference","Functional"
"490","s_99","Pauli_2011_25","Land-use change","Ants","Ecological preference","Functional"
"491","s_99","Pauli_2011_26","Agroforestry","Ants","Ecological preference","Functional"
"492","s_99","Pauli_2011_27","Agroforestry","Ants","Ecological preference","Functional"
"493","s_99","Pauli_2011_28","Agroforestry","Ants","Ecological preference","Functional"
"494","s_99","Pauli_2011_29","Agroforestry","Ants","Ecological preference","Functional"
"495","s_99","Pauli_2011_30","Land-use change","Ants","Ecological preference","Functional"
"496","s_99","Pauli_2011_31","Agroforestry","Ants","Ecological preference","Functional"
"497","s_99","Pauli_2011_32","Agroforestry","Ants","Ecological preference","Functional"
"498","s_99","Pauli_2011_33","Agroforestry","Ants","Ecological preference","Functional"
"499","s_99","Pauli_2011_34","Agroforestry","Ants","Ecological preference","Functional"
"500","s_99","Pauli_2011_35","Land-use change","Ants","Ecological preference","Functional"
"501","s_99","Pauli_2011_36","Agroforestry","Ants","Ecological preference","Functional"
"502","s_99","Pauli_2011_37","Agroforestry","Ants","Ecological preference","Functional"
"503","s_99","Pauli_2011_38","Agroforestry","Ants","Ecological preference","Functional"
"504","s_99","Pauli_2011_39","Agroforestry","Ants","Ecological preference","Functional"
"505","s_99","Pauli_2011_40","Land-use change","Ants","Ecological preference","Functional"
"506","s_99","Pauli_2011_41","Agroforestry","Earthworms","Ecological preference","Functional"
"507","s_99","Pauli_2011_42","Agroforestry","Earthworms","Ecological preference","Functional"
"508","s_99","Pauli_2011_43","Agroforestry","Earthworms","Ecological preference","Functional"
"509","s_99","Pauli_2011_44","Agroforestry","Earthworms","Ecological preference","Functional"
"510","s_99","Pauli_2011_45","Land-use change","Earthworms","Ecological preference","Functional"
"511","s_99","Pauli_2011_46","Agroforestry","Earthworms","Ecological preference","Functional"
"512","s_99","Pauli_2011_47","Agroforestry","Earthworms","Ecological preference","Functional"
"513","s_99","Pauli_2011_48","Agroforestry","Earthworms","Ecological preference","Functional"
"514","s_99","Pauli_2011_49","Agroforestry","Earthworms","Ecological preference","Functional"
"515","s_99","Pauli_2011_50","Land-use change","Earthworms","Ecological preference","Functional"
"516","s_99","Pauli_2011_51","Agroforestry","Earthworms","Ecological preference","Functional"
"517","s_99","Pauli_2011_52","Agroforestry","Earthworms","Ecological preference","Functional"
"518","s_99","Pauli_2011_53","Agroforestry","Earthworms","Ecological preference","Functional"
"519","s_99","Pauli_2011_54","Agroforestry","Earthworms","Ecological preference","Functional"
"520","s_99","Pauli_2011_55","Land-use change","Earthworms","Ecological preference","Functional"
"521","s_99","Pauli_2011_56","Agroforestry","Earthworms","Ecological preference","Functional"
"522","s_99","Pauli_2011_57","Agroforestry","Earthworms","Ecological preference","Functional"
"523","s_99","Pauli_2011_58","Agroforestry","Earthworms","Ecological preference","Functional"
"524","s_99","Pauli_2011_59","Agroforestry","Earthworms","Ecological preference","Functional"
"525","s_99","Pauli_2011_60","Land-use change","Earthworms","Ecological preference","Functional"
"526","s_99","Pauli_2011_61","Agroforestry","Beetles","Ecological preference","Functional"
"527","s_99","Pauli_2011_62","Agroforestry","Beetles","Ecological preference","Functional"
"528","s_99","Pauli_2011_63","Agroforestry","Beetles","Ecological preference","Functional"
"529","s_99","Pauli_2011_64","Agroforestry","Beetles","Ecological preference","Functional"
"530","s_99","Pauli_2011_65","Land-use change","Beetles","Ecological preference","Functional"
"531","s_99","Pauli_2011_66","Agroforestry","Beetles","Ecological preference","Functional"
"532","s_99","Pauli_2011_67","Agroforestry","Beetles","Ecological preference","Functional"
"533","s_99","Pauli_2011_68","Agroforestry","Beetles","Ecological preference","Functional"
"534","s_99","Pauli_2011_69","Agroforestry","Beetles","Ecological preference","Functional"
"535","s_99","Pauli_2011_70","Land-use change","Beetles","Ecological preference","Functional"
"536","s_99","Pauli_2011_71","Agroforestry","Beetles","Ecological preference","Functional"
"537","s_99","Pauli_2011_72","Agroforestry","Beetles","Ecological preference","Functional"
"538","s_99","Pauli_2011_73","Agroforestry","Beetles","Ecological preference","Functional"
"539","s_99","Pauli_2011_74","Agroforestry","Beetles","Ecological preference","Functional"
"540","s_99","Pauli_2011_75","Land-use change","Beetles","Ecological preference","Functional"
"541","s_99","Pauli_2011_76","Agroforestry","Beetles","Ecological preference","Functional"
"542","s_99","Pauli_2011_77","Agroforestry","Beetles","Ecological preference","Functional"
"543","s_99","Pauli_2011_78","Agroforestry","Beetles","Ecological preference","Functional"
"544","s_99","Pauli_2011_79","Agroforestry","Beetles","Ecological preference","Functional"
"545","s_99","Pauli_2011_80","Land-use change","Beetles","Ecological preference","Functional"
"546","s_99","Pauli_2011_81","Agroforestry","Millipedes","Ecological preference","Functional"
"547","s_99","Pauli_2011_82","Agroforestry","Millipedes","Ecological preference","Functional"
"548","s_99","Pauli_2011_83","Agroforestry","Millipedes","Ecological preference","Functional"
"549","s_99","Pauli_2011_84","Agroforestry","Millipedes","Ecological preference","Functional"
"550","s_99","Pauli_2011_85","Land-use change","Millipedes","Ecological preference","Functional"
"551","s_99","Pauli_2011_86","Agroforestry","Millipedes","Ecological preference","Functional"
"552","s_99","Pauli_2011_87","Agroforestry","Millipedes","Ecological preference","Functional"
"553","s_99","Pauli_2011_88","Agroforestry","Millipedes","Ecological preference","Functional"
"554","s_99","Pauli_2011_89","Agroforestry","Millipedes","Ecological preference","Functional"
"555","s_99","Pauli_2011_90","Land-use change","Millipedes","Ecological preference","Functional"
"556","s_99","Pauli_2011_91","Agroforestry","Millipedes","Ecological preference","Functional"
"557","s_99","Pauli_2011_92","Agroforestry","Millipedes","Ecological preference","Functional"
"558","s_99","Pauli_2011_93","Agroforestry","Millipedes","Ecological preference","Functional"
"559","s_99","Pauli_2011_94","Agroforestry","Millipedes","Ecological preference","Functional"
"560","s_99","Pauli_2011_95","Land-use change","Millipedes","Ecological preference","Functional"
"561","s_99","Pauli_2011_96","Agroforestry","Millipedes","Ecological preference","Functional"
"562","s_99","Pauli_2011_97","Agroforestry","Millipedes","Ecological preference","Functional"
"563","s_99","Pauli_2011_98","Agroforestry","Millipedes","Ecological preference","Functional"
"564","s_99","Pauli_2011_99","Agroforestry","Millipedes","Ecological preference","Functional"
"565","s_99","Pauli_2011_100","Land-use change","Millipedes","Ecological preference","Functional"
"566","s_99","Pauli_2011_101","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"567","s_99","Pauli_2011_102","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"568","s_99","Pauli_2011_103","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"569","s_99","Pauli_2011_104","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"570","s_99","Pauli_2011_105","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"571","s_99","Pauli_2011_106","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"572","s_99","Pauli_2011_107","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"573","s_99","Pauli_2011_108","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"574","s_99","Pauli_2011_109","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"575","s_99","Pauli_2011_110","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"576","s_99","Pauli_2011_111","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"577","s_99","Pauli_2011_112","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"578","s_99","Pauli_2011_113","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"579","s_99","Pauli_2011_114","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"580","s_99","Pauli_2011_115","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"581","s_99","Pauli_2011_116","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"582","s_99","Pauli_2011_117","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"583","s_99","Pauli_2011_118","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"584","s_99","Pauli_2011_119","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"585","s_99","Pauli_2011_120","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"586","s_99","Pauli_2011_121","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"587","s_99","Pauli_2011_122","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"588","s_99","Pauli_2011_123","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"589","s_99","Pauli_2011_124","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"590","s_99","Pauli_2011_125","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"591","s_99","Pauli_2011_126","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"592","s_99","Pauli_2011_127","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"593","s_99","Pauli_2011_128","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"594","s_99","Pauli_2011_129","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"595","s_99","Pauli_2011_130","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"596","s_99","Pauli_2011_131","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"597","s_99","Pauli_2011_132","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"598","s_99","Pauli_2011_133","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"599","s_99","Pauli_2011_134","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"600","s_99","Pauli_2011_135","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"601","s_99","Pauli_2011_136","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"602","s_99","Pauli_2011_137","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"603","s_99","Pauli_2011_138","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"604","s_99","Pauli_2011_139","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"605","s_99","Pauli_2011_140","Land-use change","Macroinvertebrates","Ecological preference","Functional"
"606","s_99","Pauli_2011_141",NA,"Macroinvertebrates","Ecological preference","Functional"
"607","s_122","Santorufo_2015_6","Land-use change","Collembola","Ecological preference, Morphological, Morphological, Morphological, Morphological, Morphological, Physiological","Functional"
"608","s_122","Santorufo_2015_7","Land-use change","Collembola","Ecological preference","Functional"
"609","s_122","Santorufo_2015_8","Land-use change","Collembola","Ecological preference","Functional"
"610","s_122","Santorufo_2015_9","Land-use change","Collembola","Ecological preference","Functional"
"611","s_122","Santorufo_2015_10","Land-use change","Collembola","Ecological preference","Functional"
"612","s_122","Santorufo_2015_11","Land-use change","Collembola","Ecological preference","Functional"
"613","s_122","Santorufo_2015_12","Land-use change","Collembola","Ecological preference","Functional"
"614","s_122","Santorufo_2015_13","Land-use change","Collembola","Ecological preference","Functional"
"615","s_122","Santorufo_2015_14","Land-use change","Collembola","Ecological preference","Functional"
"616","s_122","Santorufo_2015_15","Land-use change","Collembola","Ecological preference","Functional"
"617","s_122","Santorufo_2015_16","Land-use change","Collembola","Ecological preference","Functional"
"618","s_122","Santorufo_2015_17","Land-use change","Collembola","Ecological preference","Functional"
"619","s_122","Santorufo_2015_18","Land-use change","Collembola","Ecological preference","Functional"
"620","s_122","Santorufo_2015_19","Land-use change","Collembola","Ecological preference","Functional"
"621","s_122","Santorufo_2015_20","Land-use change","Collembola","Ecological preference","Functional"
"622","s_122","Santorufo_2015_21","Land-use change","Collembola","Morphological","Functional"
"623","s_122","Santorufo_2015_22","Land-use change","Collembola","Morphological","Functional"
"624","s_122","Santorufo_2015_23","Land-use change","Collembola","Morphological","Functional"
"625","s_122","Santorufo_2015_24","Land-use change","Collembola","Morphological","Functional"
"626","s_122","Santorufo_2015_25","Land-use change","Collembola","Morphological","Functional"
"627","s_122","Santorufo_2015_26","Land-use change","Collembola","Morphological","Functional"
"628","s_122","Santorufo_2015_27","Land-use change","Collembola","Morphological","Functional"
"629","s_122","Santorufo_2015_28","Land-use change","Collembola","Morphological","Functional"
"630","s_122","Santorufo_2015_29","Land-use change","Collembola","Morphological","Functional"
"631","s_122","Santorufo_2015_30","Land-use change","Collembola","Morphological","Functional"
"632","s_122","Santorufo_2015_31","Land-use change","Collembola","Morphological","Functional"
"633","s_122","Santorufo_2015_32","Land-use change","Collembola","Morphological","Functional"
"634","s_122","Santorufo_2015_33","Land-use change","Collembola","Morphological","Functional"
"635","s_122","Santorufo_2015_34","Land-use change","Collembola","Morphological","Functional"
"636","s_122","Santorufo_2015_35","Land-use change","Collembola","Physiological","Functional"
"637","s_122","Santorufo_2015_36","Land-use change","Collembola","Physiological","Functional"
"638","s_125","Djigal_2012_7","Conservation agriculture","Macroinvertebrates","Morphological","Functional"
"639","s_125","Djigal_2012_8","Conservation agriculture","Macroinvertebrates","Morphological","Functional"
"640","s_125","Djigal_2012_9","Conservation agriculture","Macroinvertebrates","Morphological","Functional"
"641","s_125","Djigal_2012_10","Conservation agriculture","Macroinvertebrates","Morphological","Functional"
"642","s_125","Djigal_2012_11","Conservation agriculture","Macroinvertebrates","Morphological","Functional"
"643","s_125","Djigal_2012_12","Conservation agriculture","Macroinvertebrates","Morphological","Functional"
"644","s_130","Ernst_2009_5","Tillage management","Earthworms","Morphological","Functional"
"645","s_130","Ernst_2009_6","Tillage management","Earthworms","Morphological","Functional"
"646","s_130","Ernst_2009_7","Tillage management","Earthworms","Morphological","Functional"
"647","s_130","Ernst_2009_8","Tillage management","Earthworms","Morphological","Functional"
"648","s_130","Ernst_2009_9","Tillage management","Earthworms",NA,"Functional"
"649","s_130","Ernst_2009_10","Tillage management","Earthworms",NA,"Functional"
"650","s_130","Ernst_2009_11","Tillage management","Earthworms",NA,"Functional"
"651","s_130","Ernst_2009_12","Tillage management","Earthworms",NA,"Functional"
"652","s_130","Ernst_2009_13","Tillage management","Earthworms","Morphological","Functional"
"653","s_130","Ernst_2009_14","Tillage management","Earthworms","Morphological","Functional"
"654","s_130","Ernst_2009_15","Tillage management","Earthworms","Morphological","Functional"
"655","s_130","Ernst_2009_16","Tillage management","Earthworms","Morphological","Functional"
"656","s_130","Ernst_2009_17","Tillage management","Earthworms",NA,"Functional"
"657","s_130","Ernst_2009_18","Tillage management","Earthworms",NA,"Functional"
"658","s_130","Ernst_2009_19","Tillage management","Earthworms",NA,"Functional"
"659","s_130","Ernst_2009_20","Tillage management","Earthworms",NA,"Functional"
"660","s_130","Ernst_2009_21","Tillage management","Earthworms","Morphological","Functional"
"661","s_130","Ernst_2009_22","Tillage management","Earthworms","Morphological","Functional"
